group,longitude,latitude,concept,share
Chacobo,-66.0,-12.0,farming,0.0
"Chagga, Digo",38.0,-4.0,farming,0.0
Chamacoco,-59.0,-21.0,farming,0.00909090909090909
Chamorro,145.5,15.0,farming,0.0
Chayahuita,-77.0,-5.8,farming,0.019230769230769232
Chechen,46.0,43.0,farming,0.034482758620689655
"Chehalis, Cowlitz",-123.5,47.0,farming,0.006172839506172839
"Chelan, Wenatchi",-120.0,47.5,farming,0.0
Chemehuevi,-115.3,34.7,farming,0.0
Chero,87.0,22.5,farming,0.0
Cherokee,-83.5,35.0,farming,0.007575757575757576
Cheyenne,-104.0,43.0,farming,0.0
Chilcotin,-124.0,52.0,farming,0.009615384615384616
Chimila,-74.5,9.5,farming,0.0
"Chin,Kuki,Lakher,Mizo,Lushei",93.0,23.0,farming,0.009345794392523364
"Chin-Naga(Rengma,Ao,Angami etc",95.0,26.0,farming,0.014388489208633094
"Chinantec,Mazatec",-97.5,17.0,farming,0.019417475728155338
Chinese folklore,112.0,32.0,farming,0.028846153846153848
Chipaya,-67.0,-18.5,farming,0.0
Chipewyan,-106.0,60.0,farming,0.011111111111111112
Chiricahua Apache,-108.0,33.0,farming,0.0
Chiriguano,-64.0,-17.0,farming,0.008130081300813009
Chitimacha,-89.9,28.5,farming,0.0
Choco,-77.0,7.0,farming,0.02
"Choktaw,Chichasaw",-88.5,33.0,farming,0.0
"Chokwe,Luchazi",22.0,-12.0,farming,0.0
Chol,-91.5,17.7,farming,0.0
Chontal,-93.0,18.0,farming,0.047619047619047616
Chorote,-62.0,-21.5,farming,0.010752688172043012
Chorti,-89.0,15.2,farming,0.07317073170731707
Chugach,-148.0,60.2,farming,0.0
Chukchi,-179.0,67.0,farming,0.0045045045045045045
Chulym Turks,86.0,57.0,farming,0.057692307692307696
Chumash,-120.0,34.5,farming,0.0
"Chuvans, Markovo",170.0,64.5,farming,0.02
Chuvash,47.5,55.0,farming,0.04262295081967213
Coast Miwok,-122.8,38.0,farming,0.0
Cocopa,-115.0,32.2,farming,0.0
Cofan,-77.0,0.30000000000000004,farming,0.0
Colorado (Tsachila),-79.0,-0.4,farming,0.014925373134328358
Comanche,-102.0,32.0,farming,0.0
Comoros Islands,44.0,-12.0,farming,0.07142857142857142
"Comox,Pentlatch",-125.0,50.0,farming,0.0
Cook Islands northern,-160.0,-10.0,farming,0.0
Cook Islands southern,-158.3,-20.0,farming,0.0
Coos,-124.2,43.4,farming,0.0
Copper Eskimo,-108.0,68.5,farming,0.0
Cora,-104.8,22.0,farming,0.022727272727272728
"Creek, Seminole",-86.0,33.0,farming,0.02040816326530612
Crenye,-45.0,-4.0,farming,0.09090909090909091
Crimea Tatars,34.0,45.0,farming,0.04854368932038835
Croatians,15.5,44.5,farming,0.03783783783783784
Crow,-109.0,47.0,farming,0.0
Cuba Mestizos,-71.0,18.5,farming,0.0
Cubeo,-70.4,1.3,farming,0.0
Cuiva,-72.0,8.0,farming,0.0
"Culina,Araua,Apurina",-71.0,-11.0,farming,0.0
Cyprus Greeks,33.0,34.8,farming,0.0
Czech,15.0,49.8,farming,0.034722222222222224
Daghur,125.0,50.5,farming,0.04424778761061947
"Dan,Guro,Mano,Sapa,Ngere",-7.0,9.0,farming,0.04225352112676056
Danes,10.0,56.0,farming,0.018518518518518517
Dards,74.5,35.8,farming,0.02666666666666667
Dargin (Dargwa),47.6,42.2,farming,0.017045454545454544
Darkhad,100.0,51.0,farming,0.012195121951219513
Dena'ina,-152.0,61.5,farming,0.011235955056179775
"Desana,Siriano,Tatuyo,Bara",-70.0,0.30000000000000004,farming,0.00980392156862745
Dhanwar,74.7,17.3,farming,0.0
"Dhoba,Ahir,Halba,Lohar,etc.",79.0,21.0,farming,0.0
Dholuo,34.6,-0.2,farming,0.022727272727272728
"Dido,Khvarshi,Hunzib",45.9,42.2,farming,0.03225806451612903
Diegueno,-116.5,32.6,farming,0.0
Dogon,-4.0,15.0,farming,0.02127659574468085
Dolgan,102.0,71.5,farming,0.0
Dongxiang,103.0,36.0,farming,0.043478260869565216
"Duala,Basa,Kwiri",10.0,5.0,farming,0.0
Dungan,107.0,37.0,farming,0.041666666666666664
Durango Nahua,-104.6,22.7,farming,0.0
"Dutch, Flemish, Frisians",4.5,52.0,farming,0.020833333333333332
Easter Island,-110.0,-27.0,farming,0.0
Eastern Cree,-75.0,52.0,farming,0.0
Eastern Keres,-107.0,35.5,farming,0.0
"Eastern Sami, incl. Skolts",33.0,68.0,farming,0.01744186046511628
Eastern Shohone,-109.0,43.0,farming,0.0
Eest Greenland Eskimo,-37.0,66.0,farming,0.0
"Efik, Ibibio, Ikom",8.0,5.5,farming,0.0
Enets,83.0,71.0,farming,0.0
England,-1.0,52.5,farming,0.011494252873563218
Ese'ejja,-68.5,-12.0,farming,0.0
Estonians,25.0,58.7,farming,0.023148148148148147
Evenki of China,123.0,51.5,farming,0.0
Evens (Lamuts),144.0,63.0,farming,0.0
Ewe,1.0,6.0,farming,0.014492753623188406
Eyak,-144.0,60.5,farming,0.0
"Fang,Bube,Bulu,Tanga",12.0,3.0,farming,0.010309278350515464
Far East Evenki,132.0,54.0,farming,0.007518796992481203
Fataluku,127.0,-8.4,farming,0.0
Fiji,178.5,-17.5,farming,0.047619047619047616
Finns,24.0,61.0,farming,0.022988505747126436
"Fipa,Bende,Iramba",31.0,-7.0,farming,0.08333333333333333
Five Nations Iroquois,-76.0,42.7,farming,0.016304347826086956
Flathead,-113.5,47.5,farming,0.0
Flores,122.0,-9.0,farming,0.06382978723404255
Fon,2.0,7.0,farming,0.028985507246376812
Forest Nenets,73.0,64.0,farming,0.0
"Fox,Sauk,Kikapoo",-84.0,42.7,farming,0.0
French,2.0,47.0,farming,0.02771362586605081
"Fulbe,Wolof,Serer",-13.0,11.0,farming,0.0
Gabrielino,-118.0,34.0,farming,0.0
Gagauz,28.7,46.2,farming,0.04
"Ganda,Nyoro,Haya",31.5,0.0,farming,0.0
"Garo,Bodo,Hami,Riga",92.5,24.8,farming,0.007142857142857143
Georgians,44.0,42.0,farming,0.02663934426229508
Germans,10.0,51.0,farming,0.026200873362445413
"Gilbert,Nauru,Banaba",177.0,-2.0,farming,0.028985507246376812
"Gogo,Zaramo,Kaguru",38.0,-7.0,farming,0.010309278350515464
Gola,-10.7,7.4,farming,0.0
Gondi,79.5,21.4,farming,0.009345794392523364
Greeks (modern),23.0,39.0,farming,0.024017467248908297
Gros Ventre,-109.0,50.0,farming,0.0
Guajiro,-72.0,12.0,farming,0.011904761904761904
Guarani,-54.0,-25.5,farming,0.0
Guayabero,-73.0,2.2,farming,0.0
"Guaymi,Bocota",-82.5,8.5,farming,0.047619047619047616
Gujarati,72.0,22.0,farming,0.037037037037037035
Hadza,34.8,-3.6,farming,0.047619047619047616
Haida,-132.0,53.0,farming,0.005376344086021506
"Halcomelem,Sechelt,Squamish",-123.3,49.0,farming,0.017857142857142856
Halmahera,128.4,1.0,farming,0.03125
Han,-142.0,62.8,farming,0.0
Hanty,75.0,61.0,farming,0.004032258064516129
Harakmbet,-71.0,-12.0,farming,0.0
Hare,-125.0,67.0,farming,0.02702702702702703
Hausa,7.0,12.0,farming,0.0375
Hawaii,-157.0,21.0,farming,0.0
"Heiltsuk,Oowekeeno",-128.0,51.7,farming,0.0
Herrero,18.0,-21.5,farming,0.125
Hidatsa,-102.0,47.0,farming,0.0
Highland Ecuador,-78.5,-1.0,farming,0.02564102564102564
Highland Tajik,71.5,38.5,farming,0.04
"Hindi, Chhattisgarhi",78.0,24.0,farming,0.020161290322580645
Hitchiti,-85.0,31.5,farming,0.0
"Hittite, Hurrit",38.0,39.0,farming,0.0
Hixkaryana,-59.0,-1.0,farming,0.0
Hopi,-110.0,36.5,farming,0.0
Hoti,-65.5,5.5,farming,0.0
Huastec,-98.0,21.5,farming,0.05405405405405406
Huave,-94.7,16.4,farming,0.0
Huichol,-104.5,22.5,farming,0.0
Hungarians,19.5,47.0,farming,0.03258145363408521
"Hupa,Chilula",-123.5,41.0,farming,0.0
"Huron, Wyandot",-79.0,44.0,farming,0.045454545454545456
Ica dep.,-75.0,-14.0,farming,0.0
"Ifaluk, Lamotrek, Satawal",144.0,6.5,farming,0.0
Igbo; Isoko,7.0,5.5,farming,0.01694915254237288
Iglulik,-84.0,69.5,farming,0.0
Ijaw,6.5,5.0,farming,0.0
Ijka,-73.5,10.5,farming,0.14285714285714285
Ila,27.0,-15.5,farming,0.0
"India, literary sources",78.0,26.0,farming,0.005681818181818182
Ingalik,-160.0,62.0,farming,0.0
Ingrians,30.0,59.5,farming,0.0625
Ingush,45.0,43.3,farming,0.024305555555555556
Inland Tlingit,-132.0,60.0,farming,0.012987012987012988
Iowa,-94.0,41.5,farming,0.0
Irakw,35.2,-4.5,farming,0.05263157894736842
Iranxe,-57.5,-13.0,farming,0.0196078431372549
Ireland,-8.0,53.0,farming,0.024734982332155476
Island Caribs,-62.0,16.0,farming,0.0
Italians (continental),11.5,44.0,farming,0.0267639902676399
"Itene,Wari,other Rondonia",-63.0,-11.0,farming,0.0
Japan,135.0,35.0,farming,0.018796992481203006
Jicaque,-88.0,15.1,farming,0.0625
Jicarilla Apache,-104.0,36.5,farming,0.0
Juang,85.25,23.25,farming,0.041666666666666664
Juruna,-52.0,-7.0,farming,0.0
Kabyle,3.3,36.2,farming,0.02631578947368421
Kachin,97.5,26.0,farming,0.0
Kafirs,70.5,35.5,farming,0.0
"Kaingang, Xokleng",-50.0,-24.5,farming,0.037037037037037035
"Kalapalo, Kuikuro",-54.5,-13.5,farming,0.014084507042253521
Kalapuya,-123.0,44.6,farming,0.0
"Kalenjin,Nande,Arusha",35.0,1.0,farming,0.0
"Kalispel,Coeur d'Alene",-117.0,47.5,farming,0.0
Kalmyk,45.5,47.0,farming,0.028112449799196786
Kamaiura,-54.0,-12.5,farming,0.009615384615384616
Kamakan,-40.5,-14.5,farming,0.0
Kamba,39.0,-2.0,farming,0.0
Kamchadal,158.0,53.0,farming,0.0
Kamchatka Evens,158.6,55.7,farming,0.0
"Kamsa, Ingano",-77.0,1.0,farming,0.0
Kanamari,-68.0,-7.0,farming,0.0
"Kanjobal,Chuj,Mocho",-92.0,16.0,farming,0.06896551724137931
Kannada; Kuruba,76.5,13.5,farming,0.021052631578947368
Kanuri,13.0,13.0,farming,0.0
Kapingamarangi,154.5,1.4,farming,0.0
Kara Kalpak,60.0,43.0,farming,0.022058823529411766
"Karachays, Balkar",42.0,44.0,farming,0.021406727828746176
Karaja,-50.5,-10.5,farming,0.0
Karelians,32.0,62.0,farming,0.03254437869822485
Karen,97.0,18.0,farming,0.022727272727272728
"Karina, Galibi",-59.0,5.0,farming,0.007142857142857143
Kariri,-40.3,-11.5,farming,0.0
Karok,-123.5,42.0,farming,0.021739130434782608
Kashmiri,75.5,33.5,farming,0.017094017094017096
Kashubians,18.0,54.3,farming,0.025
Kaska,-129.0,60.5,farming,0.009708737864077669
"Katawishi,Manao etc.",-62.0,-3.0,farming,0.0
"Katu, Bru",107.4,16.2,farming,0.0
Kawaiisu,-118.0,36.5,farming,0.0
Kaxuyana,-57.5,1.0,farming,0.0
Kayabi,-55.5,-12.0,farming,0.029850746268656716
"Kayan,Kenya,Bahau,""Klemantan""",116.0,0.0,farming,0.022727272727272728
Kazakh,69.0,48.0,farming,0.028199566160520606
"Kechua: South Peru, Bolivia",-71.5,-14.0,farming,0.02857142857142857
"Kei,Tanimbar,Babar,Watubela",132.5,-7.0,farming,0.0
Kekchi; Mopan,-89.8,16.5,farming,0.036585365853658534
Kerek,178.0,62.6,farming,0.0
"Ket, Yug",88.0,66.0,farming,0.0
"Kete,Luba-Kasai,Kanioka",22.5,-7.0,farming,0.0
Khakas,90.0,53.5,farming,0.011583011583011582
Kharia,86.1,21.4,farming,0.03571428571428571
Khasi,92.0,25.0,farming,0.023255813953488372
Khmer,104.0,13.0,farming,0.026785714285714284
"Khmu, Puoc",102.0,20.0,farming,0.0
Khoikhoi,21.0,-32.0,farming,0.0
Khwarezm Uzbek,60.5,41.7,farming,0.0
Kikuyu,37.0,-1.0,farming,0.03225806451612903
Kiliwa,-115.4,31.0,farming,0.0
Kimberley Plateau,126.0,-16.0,farming,0.0
Kiowa,-100.0,35.0,farming,0.0
Kiowa-Apache,-98.0,36.0,farming,0.0
"Kirati (Rai,Limbu,Newar)",87.0,27.2,farming,0.014925373134328358
Kirghiz,75.0,41.5,farming,0.023166023166023165
Kissi,-10.2,8.4,farming,0.0
Kitanemuk,-117.3,35.0,farming,0.0
"Klallam,Lkungen",-123.7,48.1,farming,0.016129032258064516
"Klamath, Modoc",-122.0,43.5,farming,0.008849557522123894
Kodiak,-154.5,57.5,farming,0.0
Kogi,-74.0,11.0,farming,0.036585365853658534
Kolchan,-155.0,62.5,farming,0.0
Komi,55.0,63.0,farming,0.034482758620689655
"Konde,Matumbi,Pangwa",37.0,-9.0,farming,0.0
Konds (Khonds),84.0,20.8,farming,0.02702702702702703
Kongo,14.0,-6.5,farming,0.017699115044247787
Konkani,74.2,15.0,farming,0.0
Korea,127.5,38.0,farming,0.009433962264150943
Korku,77.0,22.0,farming,0.0
Koyukon,-154.0,65.6,farming,0.0
"Kpelle, Kono",-9.0,8.0,farming,0.015625
Krache; Ga,0.0,8.0,farming,0.02127659574468085
Kraho,-48.0,-8.3,farming,0.016666666666666666
Kru,-8.0,6.0,farming,0.0
"Kuba,Dengese,Bushoongo,Yansi",21.5,-4.0,farming,0.0
Kubu,103.5,-2.5,farming,0.0
"Kumandin,Chelkan,Tubalar",86.0,52.0,farming,0.008928571428571428
Kumaoni (Central Pahari),80.0,29.7,farming,0.02857142857142857
Kumyk,47.2,43.0,farming,0.024630541871921183
Kuna,-78.0,3.5,farming,0.0
Kunama,37.3,15.0,farming,0.0
Kurd,46.0,35.0,farming,0.03162055335968379
Kutchin,-141.0,68.0,farming,0.0
Kutenai,-116.0,50.0,farming,0.0
Kwakiutl,-127.3,51.0,farming,0.0125
Labrador Eskimo,-70.0,59.0,farming,0.0
Lacandon,-91.5,17.2,farming,0.014492753623188406
"Lahu,Sani,Hani,Nasu,Jino",102.0,23.0,farming,0.017391304347826087
Lake Miwok,-122.7,38.5,farming,0.0
Laks,47.1,42.1,farming,0.046357615894039736
Lampung; S. Sumatra Malay,105.0,-5.0,farming,0.0
Lao,104.8,17.0,farming,0.07692307692307693
"Lassik,Catho,Mattole",-124.0,40.5,farming,0.0
Latvians,23.5,56.5,farming,0.02564102564102564
"Lavrung,Jiarong,Qiang",103.0,31.5,farming,0.0
"Lega, Bangubangu",27.0,-3.0,farming,0.0
"Lele, Tobanga",16.0,9.5,farming,0.3333333333333333
Lenape,-74.5,40.5,farming,0.0
Lenca,-87.5,14.2,farming,0.0
"Lengua, Sanapana",-59.5,-24.0,farming,0.0
Lepcha,83.7,27.1,farming,0.01680672268907563
"Letuama,Ufaina,Yahuna",-69.7,-0.6000000000000001,farming,0.0
"Lezgians,Kiurin; Archin",47.6,41.4,farming,0.022598870056497175
"Li,Dong,Maonan",109.5,19.0,farming,0.0
Lillooet,-122.8,50.5,farming,0.009345794392523364
Lima dep.,-77.0,-11.8,farming,0.05084745762711865
Limba,-11.8,9.5,farming,0.0
Lingala,19.0,2.0,farming,0.0
Lipan Apache,-100.0,30.0,farming,0.0
"Lisu, Lolo,Yi,Achang",101.0,26.0,farming,0.046511627906976744
Lithuanians,24.0,55.3,farming,0.026970954356846474
Livonians,22.6,57.7,farming,0.0223463687150838
Lobi,-3.4,10.5,farming,0.0
Locono,-57.0,6.0,farming,0.0
Lower Amazon,-53.0,-2.0,farming,0.0
Lower Chinook,-123.0,46.0,farming,0.0
Loyalty,167.2,-21.0,farming,0.0
"Lozi,Rotse,Lui,Subia",22.5,-15.0,farming,0.0
"Luba,Bena,Tabwa",26.0,-7.0,farming,0.0
"Luiseno, Juaneno",-117.5,33.5,farming,0.034482758620689655
Lunda,23.0,-10.0,farming,0.0
"Luri, Bakhtiari",48.5,33.0,farming,0.0
Lushootseed,-122.0,48.0,farming,0.0
Luzon Negritos,123.0,14.0,farming,0.0
Maba,21.0,14.0,farming,0.0
Macedonians,22.0,41.7,farming,0.05194805194805195
Machiguenga,-72.9,-11.5,farming,0.02564102564102564
Mackenzie Delta Eskimo,-135.0,69.5,farming,0.0
Macu,-68.0,-1.0,farming,0.0
Mahican,-73.5,42.5,farming,0.0
Mai Huna (Coto),-74.0,-1.0,farming,0.0
Maidu,-121.5,39.0,farming,0.0
"Makaa, Kaka",14.0,4.0,farming,0.0
Makiritare,-65.0,5.5,farming,0.0
Makka,-59.0,-23.5,farming,0.023809523809523808
Makuxi,-59.6,4.5,farming,0.012048192771084338
Malagasy,47.0,-19.0,farming,0.027586206896551724
"Malawi,Wenda,Tumbuka,Nsenga",34.0,-15.0,farming,0.017543859649122806
Malayali; Kannikaran,77.0,9.0,farming,0.0
"Maliseet,Passamaquoddy",-67.5,46.5,farming,0.011904761904761904
Maltese,14.2,36.0,farming,0.045112781954887216
"Mam, Ixil",-92.5,15.5,farming,0.038461538461538464
Manchu,127.0,45.5,farming,0.023255813953488372
Mandan,-101.5,46.5,farming,0.013888888888888888
"Manden,Bamana,Malinke,Diula",-8.0,13.0,farming,0.016666666666666666
Mangareva,-135.0,-23.0,farming,0.0
"Mangbetu,Lugbara,Madi",29.0,3.0,farming,0.0
"Manjak,Balant,Papel,Felupe,Diola",-16.0,12.5,farming,0.0
Mansi,64.0,63.0,farming,0.008695652173913044
"Maori,Moriori",175.0,-40.0,farming,0.0
Mapuche,-72.5,-39.0,farming,0.0
Marathi,75.0,20.0,farming,0.0
Mari,48.0,57.0,farming,0.03278688524590164
Maritime Koryak (Alyutor),165.0,60.0,farming,0.0
Marquesas,-140.0,-9.0,farming,0.0
Marshal Islands,168.0,9.0,farming,0.0
Marubo,-72.5,-6.0,farming,0.0
Masai,37.0,-5.0,farming,0.0
Massim district,154.0,-10.0,farming,0.0
Mataco,-63.0,-23.3,farming,0.0078125
Mawe,-57.0,-3.5,farming,0.0
Maxakali,-42.0,-18.0,farming,0.0
"Mbum,Mundang",14.0,9.5,farming,0.05263157894736842
"Mbundu, Owambo",17.5,-13.5,farming,0.0136986301369863
Mbuti & Efe Pigmies,29.5,1.0,farming,0.0
"Mehri,Jibbali,Harsusi",52.2,17.0,farming,0.0
"Mende,Bandi,Loma",-12.0,8.0,farming,0.03571428571428571
Menomini,-88.5,45.5,farming,0.0
Mentawai,99.5,-2.5,farming,0.0
"Meo,Dao,Man (Vietnam,Laos)",103.0,19.0,farming,0.0
"Meriri, Pulo Anna",131.6,4.5,farming,0.0
Mescalero Apache,-105.0,32.8,farming,0.0
"Miami, Illini",-87.5,40.0,farming,0.0
"Miao,Yao (South China)",109.0,25.0,farming,0.047337278106508875
Micmac,-63.0,46.0,farming,0.00819672131147541
Mikir,93.0,26.3,farming,0.0
Minahasa,125.0,1.0,farming,0.014492753623188406
Minangkabau,101.5,-2.0,farming,0.0
Mindanao,125.0,8.0,farming,0.027522935779816515
"Mingrelians, Laz",42.3,42.3,farming,0.02040816326530612
"Mixtec,Trique",-98.0,16.7,farming,0.0
Mocovi,-62.0,-27.5,farming,0.0
"Mojo,Manasi,etc.",-64.0,-16.0,farming,0.0
Mon,96.5,16.5,farming,0.058823529411764705
Monache,-119.0,36.8,farming,0.0
"Mongo,Tetela,Kuba,Nkundu",22.0,-2.0,farming,0.0
Mongols (Inner Mongolia),108.0,40.0,farming,0.00684931506849315
Mongols (Khalkha),107.0,49.0,farming,0.014705882352941176
"Monguor,Shirongol",100.2,37.2,farming,0.056818181818181816
Montagnais,-67.0,51.0,farming,0.0
Mordvins,45.0,53.0,farming,0.018867924528301886
Morocco Arabs,-8.0,33.5,farming,0.030612244897959183
"Moseten,Chimane",-67.5,-15.5,farming,0.0
"Mpongwe,Nkomi,Mindumu",12.0,-2.0,farming,0.0
Muisca,-73.5,5.3,farming,0.020833333333333332
"Mundari,Ho,Asur,Birhor",85.3,22.5,farming,0.028169014084507043
Mundurucu,-58.0,-11.0,farming,0.01694915254237288
Mura,-60.0,-5.0,farming,0.0
"Muria,Maria,Pardhan",81.0,18.5,farming,0.02127659574468085
"Murle, Me'en, Didinga",35.0,11.0,farming,0.0
"Murut,Dusun,Tombonuvo,Bajau",117.0,5.0,farming,0.02564102564102564
Muslim Malay,103.3,2.3,farming,0.02666666666666667
Mustang,84.0,28.5,farming,0.04
"N.Britain,N.Ireland",152.0,-5.0,farming,0.0
Nambikwara,-59.0,-14.0,farming,0.0136986301369863
"Namuzi, Naxi; Pumi",102.0,27.0,farming,0.023809523809523808
Nanai,135.0,47.4,farming,0.004310344827586207
"Napo,Kanelo",-76.0,-2.0,farming,0.0
Naskapi,-70.0,56.5,farming,0.0
Natchez,-91.4,31.4,farming,0.015151515151515152
Navajo,-108.0,36.0,farming,0.021621621621621623
Negidals,138.0,52.5,farming,0.0
Nepali; Tharu,83.0,28.0,farming,0.0196078431372549
Netsilik,-97.0,68.5,farming,0.0
New Caledonia,164.5,-21.5,farming,0.0
Nez Perce,-117.0,46.0,farming,0.0
Ngaju,114.5,-3.0,farming,0.041666666666666664
Nganasan,94.0,72.0,farming,0.015267175572519083
"Ngonde,Safwa.Mkulwe,Kinga",33.0,-9.0,farming,0.03508771929824561
"Niamwesi,Sumbwa",33.0,-5.0,farming,0.029411764705882353
"Nias,Simeulue",97.2,1.5,farming,0.0
Nicobar,93.0,7.5,farming,0.0
Niue,-169.2,-19.1,farming,0.0
Nivakle,-60.5,-23.0,farming,0.02857142857142857
Nivkh,141.5,53.0,farming,0.007246376811594203
Nogai,46.0,44.5,farming,0.03211009174311927
"Nootka,Makah",-125.5,49.0,farming,0.018867924528301886
North Alaskan Inupiat,-161.0,68.0,farming,0.00558659217877095
North New Guinea Melanesians,146.0,-6.0,farming,0.010526315789473684
Northern Gur (Oti-Volta),-0.5,13.0,farming,0.00625
Northern Luzon,121.0,17.0,farming,0.020833333333333332
Northern Naga (Konyak etc.),95.5,27.0,farming,0.02040816326530612
Northern Ojibwa,-90.0,53.0,farming,0.0
Northern Paiute,-119.0,42.0,farming,0.0
Northern Peru: Costa,-79.8,-7.0,farming,0.0
Northern Peru: Sierra,-77.3,-8.5,farming,0.043478260869565216
Northern Ryukyu; Awami Islands,130.0,30.0,farming,0.0
Northern Saulteaux,-95.0,52.5,farming,0.0
Northern Sel'kup,82.0,64.7,farming,0.013986013986013986
Northern Shoshone,-114.0,44.0,farming,0.0
NorthernFoothillsYokuts,-119.5,36.8,farming,0.0
"Norvegians, Faroe islanders",5.0,62.0,farming,0.010309278350515464
Nuba,30.0,21.0,farming,0.02531645569620253
"Nuer,Dinka",30.5,8.0,farming,0.05405405405405406
"Numfoor,Warope",135.0,-1.5,farming,0.0
Nunivak,-167.0,60.1,farming,0.0
Nyangi,33.0,3.0,farming,0.0
"Nyaturu,Isanzu,Nilamba",34.8,-5.0,farming,0.037037037037037035
Nyimang,30.8,12.3,farming,0.14285714285714285
Nyungwe (Tete),33.0,-16.7,farming,0.0
Oaxaca Mixe,-95.5,17.0,farming,0.023809523809523808
Ofaie,-53.0,-22.0,farming,0.0
Ohlone,-122.0,36.8,farming,0.0
Oirat,92.0,49.0,farming,0.04878048780487805
Ojibwa (Eastern),-80.0,47.0,farming,0.0
Ojibwa (Western),-89.0,48.0,farming,0.0
"Okanagon,Sanpoil",-118.5,49.0,farming,0.00909090909090909
"Okinawa,Miyako,Yaeyama",127.5,26.5,farming,0.0
Olcha,140.2,52.3,farming,0.0
Old Testament,35.5,32.5,farming,0.0
"Omagua, Cocama",-64.5,-4.0,farming,0.0
"Omaha, Ponka",-98.0,42.5,farming,0.0
Omotic,36.5,6.6,farming,0.0625
"Ontong Java,Takuu,Nukumanu,Nukuria",159.21,-5.16,farming,0.0
Opata,-109.5,30.5,farming,0.0
Oraon (Kurukh),85.0,22.4,farming,0.013888888888888888
Orinoco Caribs,-64.0,8.0,farming,0.0
Oriya,86.0,20.0,farming,0.0
"Ormuzd strait, Saheli",55.0,27.0,farming,0.0
Oroch,138.0,48.0,farming,0.007246376811594203
"Oromo,Konso,Sidamo",38.0,6.0,farming,0.023809523809523808
"Osage, Kansa",-93.7,37.3,farming,0.0
Ossetians,44.0,43.0,farming,0.02203856749311295
Oto,-96.3,42.0,farming,0.0
"Otomi,Pame,Jonaz",-99.5,20.5,farming,0.0
Ottawa,-81.0,44.0,farming,0.0
Owens Valley Mono,-118.5,37.2,farming,0.0
"Paez,Guambia",-76.5,2.5,farming,0.041666666666666664
Paipai,-115.8,31.8,farming,0.0
"Paiwan,Puyuma,Rukay",120.8,22.5,farming,0.024096385542168676
Palau,134.8,6.54,farming,0.0
Palaung,97.0,22.0,farming,0.0
Palawan,117.7,9.0,farming,0.0
Palikur,-51.8,4.0,farming,0.0
Panamint,-117.2,36.5,farming,0.0
Panare (E'napa),-66.0,7.0,farming,0.0
Papago,-113.0,32.0,farming,0.0
Paresi,-55.5,-15.0,farming,0.01818181818181818
Parintintin,-62.0,-9.0,farming,0.05555555555555555
"Pasco,Junin,Huancavelica dep.",-76.8,-11.7,farming,0.03076923076923077
Pashto,67.0,33.0,farming,0.03296703296703297
Pawnee,-99.0,41.0,farming,0.0
"Paya,Sumu,Misquito",-85.0,14.0,farming,0.05555555555555555
Pemon,-62.3,6.0,farming,0.007142857142857143
Persians,54.0,34.0,farming,0.014218009478672985
Piaroa,-67.5,5.0,farming,0.0
Pima,-112.0,32.8,farming,0.0
Pipil,-89.5,13.5,farming,0.0625
Piro,-70.0,-12.0,farming,0.0
Plains Cree,-109.0,54.0,farming,0.0
Plains Ojibwa,-98.0,49.5,farming,0.0
Polar Eskimo,-68.0,77.5,farming,0.0
Poles,21.0,52.0,farming,0.03038674033149171
Pomo,-123.5,38.5,farming,0.0
Ponape district,159.0,6.3,farming,0.0
Popoluca,-95.0,18.0,farming,0.027777777777777776
Portuguese,-8.0,40.5,farming,0.03804347826086957
Potawatomi,-85.0,44.5,farming,0.0
Prussians,20.4,54.5,farming,0.14285714285714285
Puebla & Huasteca Nahua,-98.0,19.0,farming,0.039473684210526314
Puelche,-67.5,-42.0,farming,0.0
Puinave,-68.5,2.8,farming,0.0
Punjabi,72.0,31.0,farming,0.01764705882352941
Queensland,143.0,-17.0,farming,0.0
"Quiche,Pocomam",-91.0,15.0,farming,0.06666666666666667
"Quileute, Chemakum",-124.0,47.6,farming,0.023529411764705882
Quinault,-124.0,47.2,farming,0.0
Qwapaw,-91.4,33.3,farming,0.0
Rajasthani,75.0,27.0,farming,0.0
"Rama,Guatuso",-84.5,10.7,farming,0.041666666666666664
"Ramkokamekra,Apaniekra",-44.5,-6.5,farming,0.0196078431372549
"Rawang, Anong, Drung",98.0,28.0,farming,0.0
Reindeer Koryak,165.0,63.0,farming,0.0
"Rennel,Tikopia,Bellona,Futuna(Erronan)",-163.0,-12.0,farming,0.019230769230769232
Rikbaktsa,-57.0,-13.0,farming,0.012987012987012988
Romanians,27.0,46.0,farming,0.03524229074889868
Romansh,9.6,46.6,farming,0.03592814371257485
Roti,123.0,-10.9,farming,0.045454545454545456
Rotuma,-177.2,-2.5,farming,0.0
Russians,40.0,57.5,farming,0.030100334448160536
Russkoye Ustye,149.17,71.08,farming,0.0
"Rutul, Tsahur",47.2,41.6,farming,0.023255813953488372
"Rwanda,Shi,Rundi",29.0,-3.0,farming,0.018518518518518517
SE Australia,145.0,-34.0,farming,0.012345679012345678
